cluster_ID_function
YP_009032364.1:hypothetical protein FH31_gp41
YP_009032420.1:hypothetical protein PBI_ZOEJ_26
YP_009032458.1:hypothetical protein PBI_ZOEJ_64
YP_009032473.1:hypothetical protein PBI_ZOEJ_79
YP_009032501.1:head-tail connector protein
YP_009032527.1:hypothetical protein FH39_gp57
YP_009032536.1:ribonucleoside reductase class II
YP_009032562.1:hypothetical protein FH39_gp22
YP_009032564.1:hypothetical protein FH39_gp20
YP_009032566.1:hypothetical protein FH39_gp18
YP_009032587.1:hypothetical protein WP2_10
YP_009035063.1:hypothetical protein GJ20_gp02
YP_009035077.1:hypothetical protein GJ20_gp16
YP_009035098.1:hypothetical protein GJ20_gp37
YP_009035100.1:hypothetical protein GJ20_gp39
YP_009035110.1:hypothetical protein GJ20_gp49
YP_009035118.1:hypothetical protein GJ20_gp57
YP_009035121.1:hypothetical protein GJ20_gp60
YP_009035133.1:hypothetical protein GJ20_gp72
YP_009035134.1:hypothetical protein GJ20_gp73
YP_009035200.1:hypothetical protein FP73_gp003
YP_009035201.1:hypothetical protein FP73_gp004
YP_009035211.1:hypothetical protein FP73_gp014
YP_009035217.1:hypothetical protein FP73_gp020
YP_009035218.1:hypothetical protein FP73_gp021
YP_009035219.1:hypothetical protein FP73_gp022
YP_009035221.1:hypothetical protein FP73_gp024
YP_009035224.1:hypothetical protein FP73_gp027
YP_009035236.1:hypothetical protein FP73_gp039
YP_009035244.1:hypothetical protein FP73_gp047
YP_009035287.1:tail associated lysin
YP_009035323.1:hypothetical protein FP73_gp215
YP_009035338.1:hypothetical protein FP73_gp200
YP_009035346.1:hypothetical protein FP73_gp192
YP_009035350.1:hypothetical protein FP73_gp188
YP_009035365.1:hypothetical protein FP73_gp173
YP_009035383.1:hypothetical protein FP73_gp155
YP_009035385.1:hypothetical protein FP73_gp153
YP_009035386.1:hypothetical protein FP73_gp152
YP_009035430.1:hypothetical protein FP73_gp108
YP_009035457.1:hypothetical protein FP73_gp081
YP_009035459.1:hypothetical protein FP73_gp079
YP_009035462.1:hypothetical protein FP73_gp076
YP_009035463.1:hypothetical protein FP73_gp075
YP_009035466.1:hypothetical protein FP73_gp072
YP_009035549.1:hypothetical protein FP76_gp028
YP_009035559.1:hypothetical protein FP76_gp038
YP_009035561.1:hypothetical protein FP76_gp040
YP_009035576.1:hypothetical protein FP76_gp055
YP_009035588.1:hypothetical protein FP76_gp067
YP_009035633.1:hypothetical protein FP76_gp258
YP_009035684.1:hypothetical protein FP76_gp207
YP_009035689.1:hypothetical protein FP76_gp202
YP_009035714.1:hypothetical protein FP76_gp177
YP_009035718.1:carboxypeptidase
YP_009035721.1:hypothetical protein FP76_gp170
YP_009035722.1:hypothetical protein FP76_gp169
YP_009035741.1:hypothetical protein FP76_gp150
YP_009035742.1:hypothetical protein FP76_gp149
YP_009035747.1:hypothetical protein FP76_gp144
YP_009035749.1:hypothetical protein FP76_gp142
YP_009035752.1:hypothetical protein FP76_gp139
YP_009035771.1:hypothetical protein FP76_gp120
YP_009035782.1:hypothetical protein FP76_gp109
YP_009035785.1:hypothetical protein FP76_gp106
YP_009035838.1:hypothetical protein GJ23_gp23
YP_009035846.1:hypothetical protein GJ23_gp31
YP_009035852.1:hypothetical protein GJ23_gp37
YP_009035858.1:hypothetical protein GJ23_gp43
YP_009035882.1:hypothetical protein GJ23_gp67
YP_009035914.1:hypothetical protein GJ25_gp019
YP_009035940.1:hypothetical protein GJ25_gp045
YP_009035949.1:hypothetical protein GJ25_gp054
YP_009035953.1:hypothetical protein GJ25_gp058
YP_009035970.1:DNA polymerase
YP_009035976.1:hypothetical protein GJ25_gp081
YP_009035997.1:DNA primase
YP_009036012.1:hypothetical protein e41c_0013
YP_009036040.1:hypothetical protein e41c_0041
YP_009036056.1:hypothetical protein e41c_0057
YP_009036061.1:hypothetical protein e41c_0062
YP_009036079.1:hypothetical protein FP75_gp008
YP_009036105.1:hypothetical protein FP75_gp034
YP_009036110.1:hypothetical protein FP75_gp039
YP_009036114.1:hypothetical protein FP75_gp043
YP_009036130.1:hypothetical protein FP75_gp059
YP_009036133.1:hypothetical protein FP75_gp062
YP_009036145.1:hypothetical protein FP75_gp074
YP_009036172.1:tail fiber protein
YP_009036194.1:anti-sigma factor
YP_009036197.1:hypothetical protein FP75_gp126
YP_009036199.1:hypothetical protein FP75_gp128
YP_009036200.1:hypothetical protein FP75_gp129
YP_009036210.1:hypothetical protein FP75_gp139
YP_009036217.1:hypothetical protein FP75_gp146
YP_009036224.1:hypothetical protein FP75_gp153
YP_009036229.1:hypothetical protein FP75_gp158
YP_009036232.1:hypothetical protein FP75_gp161
YP_009036287.1:DNA binding protein
YP_009036294.1:hypothetical protein FP75_gp223
YP_009036297.1:hypothetical protein FP75_gp226
YP_009036301.1:hypothetical protein FP75_gp230
YP_009036302.1:hypothetical protein FP75_gp231
YP_009036314.1:hypothetical protein FP75_gp243
YP_009036318.1:hypothetical protein FP75_gp247
YP_009036320.1:hypothetical protein FP75_gp249
YP_009036321.1:hypothetical protein FP75_gp250
YP_009036323.1:hypothetical protein FP75_gp252
YP_009036325.1:hypothetical protein FP75_gp254
YP_009036326.1:hypothetical protein FP75_gp255
YP_009036337.1:hypothetical protein FP75_gp266
YP_009036352.1:hypothetical protein FP75_gp281
YP_009036455.1:hypothetical protein FP72_gp006
YP_009036476.1:hypothetical protein FP72_gp027
YP_009036495.1:hypothetical protein FP72_gp046
YP_009036499.1:hypothetical protein FP72_gp050
YP_009036531.1:hypothetical protein FP72_gp082
YP_009036578.1:hypothetical protein FP72_gp129
YP_009036590.1:hypothetical protein FP72_gp141
YP_009036598.1:hypothetical protein FP72_gp149
YP_009036615.1:hypothetical protein FP72_gp166
YP_009036620.1:hypothetical protein FP72_gp171
YP_009036626.1:hypothetical protein FP72_gp177
YP_009036640.1:hypothetical protein FP72_gp191
YP_009036655.1:hypothetical protein FP72_gp206
YP_009036684.1:hypothetical protein FP72_gp235
YP_009036694.1:hypothetical protein FP72_gp245
YP_009036697.1:hypothetical protein FP72_gp248
YP_009036706.1:hypothetical protein FP72_gp257
YP_009036751.1:hypothetical protein GJ24_gp08
YP_009036769.1:hypothetical protein GJ24_gp26
YP_009036773.1:hypothetical protein GJ24_gp30
YP_009036776.1:hypothetical protein GJ24_gp33
YP_009036779.1:hypothetical protein GJ24_gp36
YP_009036782.1:hypothetical protein GJ24_gp39
YP_009036787.1:hypothetical protein GJ24_gp44
YP_009036798.1:hypothetical protein GJ24_gp55
YP_009036799.1:hypothetical protein GJ24_gp56
YP_009036810.1:hypothetical protein GJ24_gp67
YP_009036814.1:hypothetical protein GJ24_gp71
YP_009036815.1:hypothetical protein GJ24_gp72
YP_009036828.1:holin
YP_009036860.1:hypothetical protein GJ21_gp35
YP_009036867.1:hypothetical protein GJ21_gp42
YP_009036872.1:hypothetical protein GJ21_gp47
YP_009036885.1:hypothetical protein GJ21_gp60
YP_009036897.1:hypothetical protein GJ21_gp72
YP_009036903.1:hypothetical protein GJ21_gp78
YP_009036914.1:hypothetical protein FP74_gp011
YP_009036916.1:hypothetical protein FP74_gp013
YP_009036923.1:hypothetical protein FP74_gp020
YP_009036928.1:hypothetical protein FP74_gp025
YP_009036937.1:hypothetical protein FP74_gp034
YP_009036953.1:hypothetical protein FP74_gp050
YP_009036959.1:hypothetical protein FP74_gp056
YP_009036961.1:hypothetical protein FP74_gp058
YP_009036962.1:endolysin
YP_009036980.1:hypothetical protein FP74_gp282
YP_009037012.1:hypothetical protein FP74_gp250
YP_009037022.1:dUTP nucleotidohydrolase
YP_009037027.1:hypothetical protein FP74_gp235
YP_009037031.1:hypothetical protein FP74_gp231
YP_009037034.1:hypothetical protein FP74_gp228
YP_009037041.1:hypothetical protein FP74_gp221
YP_009037042.1:hypothetical protein FP74_gp220
YP_009037067.1:hypothetical protein FP74_gp195
YP_009037068.1:hypothetical protein FP74_gp194
YP_009037084.1:hypothetical protein FP74_gp178
YP_009037091.1:hypothetical protein FP74_gp171
YP_009037108.1:hypothetical protein FP74_gp154
YP_009037111.1:hypothetical protein FP74_gp151
YP_009037114.1:hypothetical protein FP74_gp148
YP_009037115.1:hypothetical protein FP74_gp147
YP_009037118.1:hypothetical protein FP74_gp144
YP_009037123.1:hypothetical protein FP74_gp139
YP_009037134.1:hypothetical protein FP74_gp128
YP_009037152.1:hypothetical protein FP74_gp110
YP_009037157.1:hypothetical protein FP74_gp105
YP_009037165.1:hypothetical protein FP74_gp097
YP_009037169.1:hypothetical protein FP74_gp093
YP_009037177.1:hypothetical protein FP74_gp085
YP_009037335.2:tail collar fiber protein
YP_009037356.1:hypothetical protein JS09_033
YP_009037371.1:hypothetical protein JS09_048
YP_009037404.1:helicase loader
YP_009037441.1:hypothetical protein JS09_0118
YP_009037472.1:hypothetical protein JS09_0149
YP_009037479.1:hypothetical protein JS09_0156
YP_009037483.1:hypothetical protein JS09_0160
YP_009037518.1:hypothetical protein JS09_0195
YP_009037553.1:hypothetical protein JS09_0230
YP_009037582.1:hypothetical protein JS09_0259
YP_009041223.1:hypothetical protein CPT_phageK_gp001
YP_009041226.1:hypothetical protein CPT_phageK_gp004
YP_009041231.1:hypothetical protein CPT_phageK_gp009
YP_009041237.1:hypothetical protein CPT_phageK_gp015
YP_009041243.1:hypothetical protein CPT_phageK_gp021
YP_009041246.1:putative DUF1024 domain protein
YP_009041359.1:hypothetical protein CPT_phageK_gp129
YP_009041395.1:hypothetical protein CPT_phageK_gp093
YP_009041404.1:membrane protein
YP_009041414.1:hypothetical protein CPT_phageK_gp074
YP_009041434.1:hypothetical protein CPT_phageK_gp054
YP_009042211.1:anti-CRISPR protein AcrF2
YP_009042212.1:hypothetical protein HF68_gp33
YP_009042241.1:hypothetical protein HL10_gp004
YP_009042259.1:virion structural protein
YP_009042274.1:hypothetical protein HL10_gp037
YP_009042313.1:hypothetical protein HL10_gp076
YP_009042366.1:hypothetical protein HL10_gp129
YP_009042368.1:hypothetical protein HL10_gp131
YP_009042373.1:hypothetical protein HL10_gp136
YP_009042379.1:hypothetical protein HL10_gp142
YP_009042394.1:hypothetical protein HL10_gp157
YP_009042414.1:hypothetical protein HL10_gp177
YP_009042422.1:hypothetical protein HL10_gp185
YP_009042427.1:hypothetical protein HL10_gp190
YP_009042439.1:hydrolase
YP_009042440.1:hypothetical protein HL10_gp203
YP_009042490.1:hypothetical protein HL10_gp253
YP_009042532.1:head-tail adaptor Ad1
YP_009042548.1:tail fiber protein
YP_009042576.1:hypothetical protein PHAGE6E_71
YP_009042577.1:hypothetical protein PHAGE6E_72
YP_009042640.1:hypothetical protein PHAGE6E_135
YP_009042644.1:TreN-like membrane protein
YP_009042799.1:hypothetical protein A4L_29
YP_009042804.1:head scaffolding protein
YP_009042818.1:hypothetical protein LP048_010
YP_009042834.1:hypothetical protein LP048_026
YP_009042838.1:hypothetical protein LP048_030
YP_009042845.1:hypothetical protein LP048_037
YP_009042865.1:hypothetical protein LP048_057
YP_009042963.1:hypothetical protein LP048_155
YP_009042971.1:hypothetical protein LP048_163
YP_009042977.1:hypothetical protein LP048_169
YP_009043002.1:hypothetical protein HH39_gp017
YP_009043006.1:hypothetical protein HH39_gp021
YP_009043008.1:hypothetical protein HH39_gp023
YP_009043011.1:hypothetical protein HH39_gp026
YP_009043013.1:hypothetical protein HH39_gp028
YP_009043023.1:hypothetical protein HH39_gp038
YP_009043029.1:hypothetical protein HH39_gp044
YP_009043035.1:hypothetical protein HH39_gp050
YP_009043036.1:hypothetical protein HH39_gp051
YP_009043089.1:hypothetical protein HH39_gp169
YP_009043095.1:putative lipoprotein
YP_009043159.1:hypothetical protein HH39_gp099
YP_009043162.1:hypothetical protein HH39_gp096
YP_009043237.1:hypothetical protein HL07_gp09
YP_009043241.1:hypothetical protein HL07_gp13
YP_009043333.1:hypothetical protein HL05_gp058
YP_009043376.1:hypothetical protein HL05_gp101
YP_009043498.1:hypothetical protein HH35_gp161
YP_009043518.1:hypothetical protein HH35_gp141
YP_009043733.1:hypothetical protein HL13_gp53
YP_009043739.1:hypothetical protein HL13_gp59
YP_009044088.1:hypothetical protein LP026_003
YP_009044112.1:hypothetical protein LP026_027
YP_009044135.1:hypothetical protein LP026_050
YP_009044137.1:hypothetical protein LP026_052
YP_009044138.1:hypothetical protein LP026_053
YP_009044163.1:hypothetical protein LP026_078
YP_009044165.1:hypothetical protein LP026_080
YP_009044177.1:hypothetical protein LP026_092
YP_009044339.1:Rz-like spanin
YP_009044346.1:hypothetical protein HL17_gp11
YP_009044504.1:hypothetical protein LP083-2_048
YP_009044509.1:hypothetical protein LP083-2_053
YP_009044744.1:holin
YP_009044759.1:holin
YP_009044780.1:hypothetical protein HL61_gp20
YP_009044793.1:hypothetical protein HL61_gp33
YP_009044802.1:terminase small subunit
YP_009044813.1:head-tail adaptor
YP_009044819.1:tail protein
YP_009044826.1:anti-CRISPR protein AcrIIA3
YP_009044830.1:hypothetical protein LP101_029
YP_009044837.1:hypothetical protein LP101_036
YP_009044839.1:hypothetical protein LP101_038
YP_009044895.1:hypothetical protein HL52_gp24
YP_009045089.1:hypothetical protein LP114_035
YP_009045092.1:hypothetical protein LP114_038
YP_009045109.1:hypothetical protein LP114_055
YP_009045112.1:hypothetical protein LP114_058
YP_009045116.1:hypothetical protein LP114_062
YP_009045125.1:hypothetical protein LP114_071
YP_009045144.1:hypothetical protein LP114_090
YP_009045155.1:hypothetical protein LP114_101
YP_009045170.1:hypothetical protein LP114_116
YP_009046849.1:tRNA nucleotidyltransferase
YP_009047070.1:hypothetical protein PaP1_gp161
YP_009055285.1:hypothetical protein LD29_gp07
YP_009055307.1:hypothetical protein LD29_gp29
YP_009055332.1:hypothetical protein LD29_gp54
YP_009055333.1:hypothetical protein LD29_gp55
YP_009055389.1:hypothetical protein LA65_gp49
YP_009055420.1:hypothetical protein LA65_gp81
YP_009055422.1:hypothetical protein LD30_gp01
YP_009055426.1:HTH DNA binding protein
YP_009055428.1:hypothetical protein LD30_gp07
YP_009055429.1:hypothetical protein LD30_gp08
YP_009055430.1:hypothetical protein LD30_gp09
YP_009055437.1:hypothetical protein LD30_gp16
YP_009055442.1:hypothetical protein LD30_gp21
YP_009055451.1:transcriptional regulator
YP_009055462.1:hypothetical protein LD30_gp41
YP_009055492.1:hypothetical protein LD30_gp71
YP_009055493.1:hypothetical protein LD30_gp72
YP_009055499.1:hypothetical protein LD30_gp78
YP_009055509.1:hypothetical protein LD33_gp04
YP_009055522.1:hypothetical protein LD33_gp17
YP_009055534.1:hypothetical protein LD33_gp29
YP_009055567.1:hypothetical protein LD33_gp78
YP_009055586.1:hypothetical protein LD33_gp59
YP_009055589.1:transposase domain containing protein
YP_009055614.1:hypothetical protein LD12_gp026
YP_009055693.1:glycerophosphoryl diester phosphodiesterase
YP_009055704.1:hypothetical protein LD12_gp128
YP_009055709.1:exonuclease
YP_009055716.1:hypothetical protein LD12_gp116
YP_009055772.1:hypothetical protein LD11_gp007
YP_009055806.1:hypothetical protein LD11_gp041
YP_009055826.1:membrane protein
YP_009055845.1:hypothetical protein LD11_gp080
YP_009055879.1:hypothetical protein LD11_gp114
YP_009055940.1:hypothetical protein LD11_gp175
YP_009055980.1:partition protein
YP_009056011.1:hypothetical protein LD11_gp246
YP_009056027.1:hypothetical protein LD11_gp262
YP_009056050.1:hypothetical protein LD11_gp285
YP_009056080.1:putative lipoprotein
YP_009056087.1:tail fiber protein
YP_009056155.1:dCTP deaminase
YP_009056208.1:hypothetical protein LD35_gp59
YP_009056276.1:hypothetical protein LD13_gp007
YP_009056284.1:hypothetical protein LD13_gp015
YP_009056293.1:hypothetical protein LD13_gp024
YP_009056323.1:hypothetical protein LD13_gp054
YP_009056328.1:hypothetical protein LD13_gp059
YP_009056329.1:hypothetical protein LD13_gp060
YP_009056331.1:hypothetical protein LD13_gp062
YP_009056341.1:hypothetical protein LD13_gp072
YP_009056350.1:hypothetical protein LD13_gp081
YP_009056367.1:hypothetical protein LD13_gp098
YP_009056371.1:hypothetical protein LD13_gp102
YP_009056374.1:hypothetical protein LD13_gp105
YP_009056393.1:hypothetical protein LD13_gp124
YP_009056409.1:hypothetical protein LD13_gp140
YP_009056416.1:hypothetical protein LD13_gp147
YP_009056420.1:hypothetical protein LD13_gp151
YP_009056431.1:hypothetical protein LD13_gp162
YP_009056439.1:hypothetical protein LD13_gp170
YP_009056467.1:portal protein
YP_009056490.1:hypothetical protein LD13_gp227
YP_009056501.1:hypothetical protein LD13_gp216
YP_009056505.1:hypothetical protein LD13_gp212
YP_009056513.1:hypothetical protein LD13_gp204
YP_009056525.1:hypothetical protein LD32_gp09
YP_009056582.1:hypothetical protein LD32_gp66
YP_009056584.1:hypothetical protein LD32_gp68
YP_009056587.1:hypothetical protein LD32_gp71
YP_009056645.1:RNA polymerase binding
YP_009056665.1:hypothetical protein LD34_gp073
YP_009056674.1:hypothetical protein LD34_gp082
YP_009056684.1:hypothetical protein LD34_gp092
YP_009056710.1:membrane protein
YP_009056725.1:hypothetical protein LD34_gp133
YP_009056781.1:hypothetical protein LD34_gp201
YP_009056835.1:hypothetical protein LD34_gp147
YP_009067112.1:site-specific DNA-methyltransferase
YP_009067113.1:hypothetical protein MA18_gp36
YP_009067114.1:hypothetical protein MA18_gp37
YP_009067125.1:excisionase and transcriptional regulator
YP_009097644.1:clamp loader of DNA polymerase
YP_009097671.1:i-spanin
YP_009097692.1:hypothetical protein CPTMiller_0090
YP_009097696.1:hypothetical protein CPTMiller_0094
YP_009097727.1:hypothetical protein CPTMiller_00125
YP_009097746.1:hypothetical protein CPTMiller_00144
YP_009097748.1:hypothetical protein CPTMiller_00146
YP_009097749.1:hypothetical protein CPTMiller_00147
YP_009097756.1:hypothetical protein CPTMiller_00154
YP_009097766.1:hypothetical protein CPTMiller_00164
YP_009097775.1:hypothetical protein CPTMiller_00173
YP_009097819.1:prohead
YP_009097862.1:hypothetical protein CPTMiller_00260
YP_009097872.1:hypothetical protein CPTMiller_00270
YP_009097924.1:hypothetical protein LDB25A_045
YP_009097956.1:hypothetical protein OZ71_gp026
YP_009097996.1:holin
YP_009098011.1:hypothetical protein OZ71_gp081
YP_009098092.1:hypothetical protein OZ71_gp162
YP_009098095.1:hypothetical protein OZ71_gp165
YP_009098096.1:ribulose-1;5-bisphosphate carboxylase/oxygenase small subunit
YP_009098097.1:hypothetical protein OZ71_gp167
YP_009098098.1:hypothetical protein OZ71_gp168
YP_009098100.1:membrane protein
YP_009098153.1:hypothetical protein QLX38_gp019
YP_009098225.1:membrane protein
YP_009098290.1:recombinase a
YP_009098311.1:hypothetical protein QLX38_gp074
YP_009098312.1:hypothetical protein QLX38_gp073
YP_009098318.1:membrane protein
YP_009098351.1:hypothetical protein QLX38_gp034
YP_009098366.1:endonuclease VII
YP_009098374.1:tail protein
YP_009098637.1:hypothetical protein RB3_251
YP_009098693.1:hypothetical protein LDB17_034
YP_009098716.1:hypothetical protein LDB3_007
YP_009098743.1:replication initiation protein
YP_009098754.1:hypothetical protein LDB3_045
YP_009099069.1:hypothetical protein OZ73_gp025
YP_009099082.1:hypothetical protein OZ73_gp038
YP_009099085.1:hypothetical protein OZ73_gp041
YP_009099087.1:holin
YP_009099094.1:hypothetical protein OZ73_gp050
YP_009099099.1:hypothetical protein OZ73_gp055
YP_009099104.1:hypothetical protein OZ73_gp060
YP_009099121.1:hypothetical protein OZ73_gp077
YP_009099124.1:hypothetical protein OZ73_gp080
YP_009099136.1:hypothetical protein OZ73_gp092
YP_009099160.1:hypothetical protein OZ73_gp116
YP_009099163.1:hypothetical protein OZ73_gp119
YP_009099178.1:hypothetical protein OZ73_gp134
YP_009099180.1:hypothetical protein OZ73_gp136
YP_009099190.1:hypothetical protein OZ73_gp146
YP_009099199.1:hypothetical protein OZ73_gp155
YP_009099205.1:DNA topoisomerase
YP_009099242.1:hypothetical protein OZ73_gp198
YP_009099247.1:hypothetical protein OZ73_gp203
YP_009099248.1:hypothetical protein OZ73_gp204
YP_009099258.1:hypothetical protein OZ73_gp214
YP_009099266.1:hypothetical protein Waukesha92_01
YP_009099271.1:hypothetical protein Waukesha92_06
YP_009099272.1:hypothetical protein Waukesha92_07
YP_009099274.1:transcriptional regulator
YP_009099277.1:hypothetical protein Waukesha92_12
YP_009099288.1:hypothetical protein Waukesha92_23
YP_009099292.1:hypothetical protein Waukesha92_27
YP_009099306.1:replication protein
YP_009099322.1:hypothetical protein Waukesha92_57
YP_009099338.1:tail associated lysin
YP_009099353.1:hypothetical protein P108_0016
YP_009099363.1:hypothetical protein P108_0026
YP_009099414.1:hypothetical protein P108_0077
YP_009099425.1:hypothetical protein P108_0088
YP_009099427.1:hypothetical protein P108_0090
YP_009099431.1:hypothetical protein P108_0094
YP_009099432.1:hypothetical protein P108_0095
YP_009099435.1:hypothetical protein P108_0098
YP_009099442.1:hypothetical protein P108_0105
YP_009099443.1:hypothetical protein P108_0106
YP_009099444.1:hypothetical protein P108_0107
YP_009099452.1:membrane protein
YP_009099453.1:hypothetical protein P108_0116
YP_009099467.1:hypothetical protein P108_0130
YP_009099471.1:hypothetical protein P108_0134
YP_009099473.1:terminal repeat-encoded protein
YP_009099474.1:terminal repeat-encoded protein
YP_009099475.1:hypothetical protein P108_0138
YP_009099477.1:hypothetical protein P108_0140
YP_009099480.1:hypothetical protein P108_0143
YP_009099498.1:hypothetical protein P108_0161
YP_009099503.1:hypothetical protein P108_0166
YP_009099515.1:hypothetical protein P108_0178
YP_009099740.1:hypothetical protein P10VF_001
YP_009099744.1:hypothetical protein P10VF_005
YP_009099769.1:hypothetical protein P10VF_030
YP_009099772.1:hypothetical protein P10VF_033
YP_009099786.1:hypothetical protein P10VF_047
YP_009099791.1:hypothetical protein P10VF_052
YP_009099813.1:hypothetical protein P10VF_074
YP_009099852.1:hypothetical protein P10VF_113
YP_009099854.1:hypothetical protein P10VF_115
YP_009099870.1:hypothetical protein P10VF_131
YP_009099880.1:hypothetical protein P10VF_141
YP_009099904.1:hypothetical protein P10VF_165
YP_009099905.1:hypothetical protein P10VF_166
YP_009099921.1:hypothetical protein P10VF_182
YP_009099928.1:hypothetical protein P10VF_189
YP_009099937.1:putative glutamyl-tRNA amidotransferase subunit B
YP_009099949.1:hypothetical protein P10VF_210
YP_009099950.1:hypothetical protein P10VF_211
YP_009099957.1:hypothetical protein P10VF_218
YP_009099961.1:hypothetical protein P10VF_222
YP_009099977.1:hypothetical protein P10VF_238
YP_009100014.1:hypothetical protein ep3_0020
YP_009100047.1:hypothetical protein ep3_0060
YP_009100049.1:hypothetical protein Lo5R7ANS_02
YP_009100108.1:hypothetical protein Lo5R7ANS_61
YP_009100151.1:hypothetical protein TAJ_39
YP_009100163.1:hypothetical protein TAJ_51
YP_009100235.1:transcriptional repressor
YP_009100238.1:DNA-binding protein
YP_009100262.1:holin
YP_009100568.1:head protein
YP_009100613.1:hypothetical protein PI26_gp071
YP_009100633.1:hypothetical protein PI26_gp091
YP_009100793.1:hypothetical protein PI26_gp158
YP_009100870.1:hypothetical protein PBI_SOTO_61
YP_009100894.1:hypothetical protein PBI_SOTO_85
YP_009100897.1:hypothetical protein PBI_SOTO_88
YP_009100904.1:hypothetical protein PBI_SOTO_95
YP_009100907.1:hypothetical protein PBI_SOTO_98
YP_009101021.1:hypothetical protein PI34_gp20
YP_009101038.1:hypothetical protein PI34_gp37
YP_009101042.1:hypothetical protein PI34_gp41
YP_009101068.1:Rz-like spanin
YP_009101076.1:hypothetical protein PI34_gp75
YP_009101084.1:hypothetical protein PI34_gp83
YP_009101088.1:hypothetical protein PI34_gp87
YP_009101093.1:hypothetical protein PI34_gp92
YP_009101195.1:hypothetical protein ST9NA_025
YP_009101211.1:hypothetical protein ST9NA_041
YP_009101229.1:Rz-like spanin
YP_009101245.1:hypothetical protein ST9NA_075
YP_009101266.1:holin
YP_009101312.1:phosphofructokinase
YP_009101333.1:hypothetical protein REDROCK_80
YP_009101345.1:hypothetical protein REDROCK_92
YP_009101390.1:terminase small subunit
YP_009101392.1:hypothetical protein PI28_gp43
YP_009101408.1:hypothetical protein PI33_gp012
YP_009101410.1:baseplate hub subunit and tail lysozyme
YP_009101570.1:hypothetical protein PI33_gp134
YP_009101585.1:hypothetical protein PI33_gp119
YP_009101587.1:hypothetical protein PI33_gp117
YP_009101607.1:hypothetical protein PBI_121Q_13
YP_009101656.1:virion structural protein
YP_009101659.1:hypothetical protein PBI_121Q_65
YP_009101675.1:hypothetical protein PBI_121Q_81
YP_009101686.1:hypothetical protein PBI_121Q_92
YP_009101772.1:hypothetical protein PBI_121Q_185
YP_009101884.1:hypothetical protein PBI_121Q_297
YP_009101887.1:hypothetical protein PBI_121Q_300
YP_009101894.1:hypothetical protein PBI_121Q_307
YP_009101897.1:hypothetical protein PBI_121Q_310
YP_009101921.1:hypothetical protein PBI_121Q_334
YP_009101960.1:hypothetical protein PBI_121Q_373
YP_009102001.1:hypothetical protein PBI_121Q_414
YP_009102003.1:hypothetical protein PBI_121Q_416
YP_009102005.1:cytidyltransferase
YP_009102029.1:hypothetical protein PBI_121Q_442
YP_009102062.1:peptidase HslV family
YP_009102066.1:membrane protein
YP_009102097.1:hypothetical protein PBI_121Q_510
YP_009102107.1:hypothetical protein PBI_121Q_520
YP_009102108.1:hypothetical protein PBI_121Q_521
YP_009102118.1:hypothetical protein PBI_121Q_531
YP_009102127.1:nudix hydrolase
YP_009102152.1:hypothetical protein PBI_121Q_565
YP_009102171.1:HNH endonuclease
YP_009102203.1:virion structural protein
YP_009102253.1:hypothetical protein RB27_048
YP_009102286.1:packaging and recombination endonuclease VII
YP_009102288.1:hypothetical protein RB27_083
YP_009102488.1:hypothetical protein ECML134_012
YP_009102554.1:hypothetical protein ECML134_079
YP_009102590.1:hypothetical protein ECML134_115
YP_009102597.1:internal virion protein
YP_009102696.1:Rz-like spanin
YP_009102727.1:hypothetical protein ECML134_252
YP_009102741.1:hypothetical protein ECML134_266
YP_009102773.1:hypothetical protein phD2B_0027
YP_009102786.1:terminase small subunit
YP_009102823.1:host range and adsorption protein
YP_009102838.1:Rz-like spanin
YP_009102840.1:hypothetical protein vBYenPAB5_0045
YP_009102854.1:hypothetical protein DA66_0014
YP_009102922.1:clamp loader of DNA polymerase
YP_009102937.1:hypothetical protein DA66_0097
YP_009102940.1:hypothetical protein DA66_0100
YP_009102954.1:terminase small subunit
YP_009103155.1:hypothetical protein S-CBP2_0047
YP_009103156.1:terminase small subunit
YP_009103157.1:hypothetical protein S-CBP2_0049
YP_009103236.1:hypothetical protein vB_AbaP_Acibel007_25
YP_009103238.1:nucleotidyltransferase
YP_009103348.1:hypothetical protein AH6C_014
YP_009103349.1:hypothetical protein AH6C_015
YP_009103374.1:hypothetical protein AH6C_040
YP_009103415.1:hypothetical protein AH6C_081
YP_009103843.1:hypothetical protein EfaCPT1_gp26
YP_009103858.1:hypothetical protein EfaCPT1_gp41
YP_009103864.1:hypothetical protein EfaCPT1_gp47
YP_009103881.1:hypothetical protein EfaCPT1_gp64
YP_009103977.1:hypothetical protein vB_Efae230P-4.21
YP_009110742.1:head scaffolding protein
YP_009110857.1:gp50
YP_009110882.1:gp75
YP_009110932.1:hypothetical protein pSs1_00124
YP_009111034.1:hypothetical protein pSs1_00226
YP_009111106.1:hypothetical protein Av05_0032
YP_009111111.1:hypothetical protein Av05_0037
YP_009111122.1:DUF551 domain-containing protein
YP_009111124.1:hypothetical protein Av05_0050
YP_009111129.1:hypothetical protein Av05_0055
YP_009111151.1:tail fiber protein
YP_009111191.1:hypothetical protein Av05_00117
YP_009111220.1:hypothetical protein Av05_00146
YP_009111233.1:hypothetical protein Av05_00159
YP_009111245.1:tail protein
YP_009112958.1:hypothetical protein pSf2_020
YP_009113047.1:DUF4761 family protein
